total_lifetime_earnings,year,gender,total_box_office_revenues,name_id
90753033.3333,2005.0,1.0,3110256300.0,462789
18738300.0,2004.0,1.0,196848300.0,493533
174715950.0,2000.5,1.0,2806597200.0,504382
150760142.857,2004.28571429,1.0,54317171200.0,511286
61651900.0,2003.0,1.0,1526325600.0,529722
51110600.0,2012.75,1.0,53507968800.0,533439
342870883.333,2007.33333333,1.0,2558016300.0,535396
78899757.1429,2005.14285714,1.0,8401210800.0,539184
67207760.0,2010.8,1.0,36305932800.0,546108
156166977.778,2009.44444444,1.0,32145735200.0,548608
152132575.0,2002.75,1.0,6288253300.0,566542
9536000.0,2001.0,1.0,7272682000.0,571948
48713300.0,2014.0,1.0,65720595600.0,573839
48403300.0,2011.0,1.0,1530158000.0,585802
29483200.0,2013.0,1.0,557580600.0,586122
42614900.0,2009.0,1.0,2889079200.0,594978
74322300.0,2006.75,1.0,69647028000.0,600992
28096500.0,2014.0,1.0,3315980000.0,608183
2543800.0,2005.0,1.0,327355200.0,611682
120605180.0,2006.0,1.0,15835488000.0,622781
389127728.571,2012.14285714,1.0,23981110200.0,656245
71241075.0,2011.875,1.0,30287056800.0,668429
24690000.0,2006.0,1.0,12813340000.0,679345
32771450.0,2006.0,1.0,61850591700.0,694976
70281450.0,2009.0,1.0,8716134000.0,709603
77021950.0,2005.0,1.0,10737493200.0,712866
8712200.0,2011.0,1.0,171571200.0,747704
127079100.0,2013.0,1.0,502620000.0,755365
107387950.0,2000.5,1.0,28951450200.0,771124
51374300.0,2000.0,1.0,7734183600.0,777239
10593500.0,2010.0,1.0,3212098500.0,805586
112601103.571,2005.28571429,1.0,9458492700.0,818083
24412700.0,2004.0,1.0,2909655300.0,827341
44380000.0,2012.0,1.0,4028943200.0,849995
54336800.0,2000.0,1.0,3158201700.0,871804
127615020.0,2006.2,1.0,88479702000.0,873438
61031250.0,2004.75,1.0,5090134400.0,881622
85754100.0,2001.0,1.0,3339709500.0,910968
109176700.0,2016.0,1.0,5246408700.0,912233
125035580.0,2004.6,1.0,4072122800.0,926033
127085300.0,2012.33333333,1.0,9516495000.0,933839
87658780.0,2007.06666667,1.0,12320938500.0,966018
175928300.0,2011.0,1.0,26283302400.0,1009097
156771066.667,2007.66666667,1.0,6271021600.0,1011506
7685100.0,2002.0,1.0,29077949400.0,1011842
110895733.333,2011.66666667,1.0,6817144500.0,1019491
112349500.0,2012.0,1.0,16373218200.0,1044148
40182400.0,2010.0,1.0,1756571200.0,1046509
6586100.0,2005.0,1.0,18221833000.0,1057354
72777900.0,2013.0,1.0,283999400.0,1101681
16969300.0,2009.0,1.0,152723700.0,1104558
108435666.667,2008.33333333,1.0,5821506900.0,1144710
142356100.0,2002.0,1.0,17453697600.0,1147811
31831800.0,2011.0,1.0,3320648200.0,1171775
50988833.3333,2005.66666667,1.0,5109651500.0,1182379
52174500.0,2004.0,1.0,13820152800.0,1217427
74711083.3333,2003.5,1.0,14077840000.0,1218715
80328800.0,2001.0,1.0,8497215000.0,1223996
11382900.0,2010.0,1.0,2478658000.0,1225019
32135800.0,2003.0,1.0,1687004100.0,1231719
25803300.0,2002.0,1.0,5515935000.0,1234805
73871550.0,2001.0,1.0,1087017000.0,1241677
89165200.0,2001.5,1.0,2133106800.0,1248866
80777755.5556,2010.77777778,1.0,4240831800.0,1249818
44349000.0,2003.0,1.0,4894183700.0,1254551
58462400.0,2003.0,1.0,781085400.0,1283184
329065750.0,1998.25,1.0,43965667000.0,1292971
27707400.0,2013.0,1.0,4734319800.0,1298840
123505333.333,2013.66666667,1.0,5919652500.0,1311892
57466740.0,2008.6,1.0,23338234200.0,1322709
17795000.0,2011.0,1.0,4724727300.0,1331695
105363544.444,2005.88888889,1.0,6312388200.0,1339696
78303600.0,2011.5,1.0,4613333200.0,1357896
28119000.0,2008.0,1.0,8386190400.0,1362745
45991000.0,2006.5,1.0,14816637000.0,1396532
69206890.0,2011.6,1.0,6987309000.0,1408698
109074400.0,2005.0,1.0,436297600.0,1415127
62309933.3333,1998.0,1.0,1472743200.0,1418149
250113211.111,2009.66666667,1.0,2251018900.0,1425775
293727340.0,2002.8,1.0,2937273400.0,1427268
90817000.0,2005.0,1.0,4777632400.0,1429322
158433607.692,2006.15384615,1.0,2059636900.0,1433169
52512700.0,2008.16666667,1.0,1116075900.0,1442866
43686825.0,2006.25,1.0,174747300.0,1499621
272392600.0,2008.0,1.0,2694442500.0,1504962
133701666.667,2006.0,1.0,1.189610326e+11,1519060
233841200.0,2003.0,1.0,64967923000.0,1526280
43436700.0,2000.0,1.0,1854135600.0,1555041
58965550.0,2001.0,1.0,2850354900.0,1560212
246578485.714,2012.14285714,1.0,19371906400.0,1572003
38802500.0,2001.0,1.0,12802281300.0,1576324
36688700.0,1999.0,1.0,8637807000.0,1587505
28441900.0,2000.0,1.0,16988377500.0,1602168
20579300.0,2010.0,1.0,16546709200.0,1657406
11034400.0,2015.0,1.0,3418681200.0,1671303
285972066.667,2000.0,1.0,6863329600.0,1683117
9281700.0,2002.0,1.0,9281700.0,1693188
136115671.429,2008.28571429,1.0,11704677000.0,1693664
35621000.0,2007.0,1.0,8903134400.0,1694249
64443868.75,2011.25,1.0,66496774000.0,1706251
297700.0,2010.0,1.0,4327884300.0,1710720
62048300.0,2010.5,1.0,13376251000.0,1774107
26729566.6667,2006.0,1.0,6177577500.0,1781769
44497600.0,2014.0,1.0,16679976000.0,1785094
94442180.0,2002.2,1.0,3906920700.0,1789254
47230600.0,2015.0,1.0,1684827600.0,1815278
152850588.889,2006.88888889,1.0,8327081400.0,1819304
22267033.3333,2006.0,1.0,11047949500.0,1829976
103153927.273,2010.18181818,1.0,25497733000.0,1837489
71339650.0,2006.0,1.0,464576800.0,1851765
112707278.261,2007.82608696,1.0,97446542400.0,1901526
87532800.0,2001.0,1.0,5255705400.0,1931145
82083950.0,2002.0,1.0,368323200.0,1935537
17646450.0,2013.0,1.0,90644000.0,1938220
79354500.0,1996.5,1.0,56117294400.0,1938884
90671440.0,2009.8,1.0,8623327000.0,1941322
60241200.0,2012.0,1.0,6350919600.0,1943911
157761800.0,2007.0,1.0,1419856200.0,1950705
131065225.0,2007.25,1.0,33805849200.0,1986150
9281700.0,2002.0,1.0,2683258200.0,2003563
121785484.615,2008.0,1.0,1.0131597e+11,2025564
70852633.3333,2002.66666667,1.0,3181024000.0,2027792
89139800.0,2011.5,1.0,6031887600.0,2042081
202526523.684,2005.05263158,1.0,88321403800.0,2046969
78998550.0,2008.0,1.0,93444690000.0,2054561
50344100.0,2006.0,1.0,100688200.0,2056650
85347920.0,2007.7,1.0,41957391600.0,2073667
90088800.0,2004.5,1.0,3316753200.0,2077864
18330900.0,2003.0,1.0,73323600.0,2199145
174442950.0,2002.0,1.0,1663352200.0,2199709
293727340.0,2002.8,1.0,2937273400.0,2211700
58051200.0,2010.0,1.0,2084500600.0,2228752
94059200.0,2009.75,1.0,16595961600.0,2235605
62322437.5,2012.125,1.0,19362137400.0,2272079
169756600.0,1999.0,1.0,1757245400.0,2274879
208169850.0,2001.5,1.0,2921983600.0,2278543
114713066.667,2012.0,1.0,25624377600.0,2290463
57390450.0,2007.5,1.0,43991745000.0,2336766
149430066.667,2001.33333333,1.0,53731837900.0,2341147
35819600.0,2016.0,1.0,3939384400.0,2354493
45771300.0,1999.0,1.0,366170400.0,2407508
81416300.0,1997.0,0.0,320202300.0,2433302
29980800.0,2010.0,0.0,23178566000.0,2448698
85504260.0,2004.0,0.0,19438104000.0,2490129
108182680.0,2005.6,0.0,37666287400.0,2569403
3157000.0,2003.0,0.0,2308566700.0,2585833
15140400.0,2011.0,0.0,8030232400.0,2769318
54725200.0,2015.5,0.0,3498460400.0,2779907
10750300.0,2014.0,0.0,107503000.0,2905225
62680500.0,2010.33333333,0.0,6842372000.0,2906773
107120300.0,2005.66666667,0.0,1041421500.0,2936877
70164200.0,2009.0,0.0,6343823000.0,2940921
6546800.0,2003.0,0.0,3310135200.0,2944819
57196100.0,1999.0,0.0,1290584400.0,2945564
115935650.0,2014.0,0.0,42623631400.0,2982457
25939900.0,2015.0,0.0,3109516000.0,3009674
13721700.0,2010.5,0.0,56760552900.0,3020938
45682650.0,2008.5,0.0,3034298400.0,3034493
10145100.0,2007.0,0.0,11550832300.0,3108461
44497600.0,2014.0,0.0,466297200.0,3114766
37430100.0,2015.0,0.0,24000207000.0,3115924
50429600.0,2003.5,0.0,2558332000.0,3137577
71968766.6667,2015.33333333,0.0,6418545200.0,3180887
102781300.0,2002.0,0.0,1408488800.0,3208388
331501150.0,2000.5,0.0,17044131000.0,3231629
19441700.0,2004.0,0.0,116650200.0,3298991
142657500.0,2009.0,0.0,5585404800.0,3320915
96948850.0,2011.25,0.0,5896750200.0,3350527
28951666.6667,2012.66666667,0.0,3544777800.0,3361157
188840600.0,2003.0,0.0,11303202500.0,3375559
90003600.0,2003.0,0.0,67702861800.0,3414495
30774700.0,2005.0,0.0,4200648800.0,3442123
91561700.0,2001.0,0.0,3059312900.0,3443589
46054800.0,1999.0,0.0,3102992100.0,3444165
84499300.0,2000.0,0.0,6945423000.0,3462545
114589000.0,2015.0,0.0,1076602800.0,3477296
54922800.0,2002.0,0.0,3359837200.0,3534783
39914600.0,2012.0,0.0,8031858900.0,3556053
34427733.3333,2009.0,0.0,2464125200.0,3567201
32709900.0,2007.0,0.0,5623782000.0,3591223
31310200.0,2010.0,0.0,5399712300.0,3594514
11171600.0,2004.0,0.0,4106149000.0,3637107
160896471.429,2006.14285714,0.0,15197544800.0,3659441
160896471.429,2006.14285714,0.0,15197544800.0,3659442
2820000.0,2004.0,0.0,3272728400.0,3672775
114689900.0,1992.0,0.0,12356598600.0,3673688
55309300.0,2012.33333333,0.0,3126245200.0,3697832
150901600.0,2008.5,0.0,22198143800.0,3700217
323260285.714,2005.71428571,0.0,4525644000.0,3730206
