,keys,CPI,CPI_E,SP500,NASDAQ
1101,2011-07-01,225.395,157.391,1314.243327,2783.12996433
1102,2014-02-01,235.621,163.979,1829.23999033,4228.65999367
1103,2010-02-01,217.281,153.701,1074.036662,2169.60335267
1104,2013-12-01,234.847,163.864,1836.182495,4157.022461
1105,2009-05-01,213.022,149.799,874.656677667,1716.146647
1106,2013-07-01,232.749,162.398,1689.27998833,3599.31665033
1107,2015-04-01,236.197,168.73,2070.19494625,4903.87243625
1108,2008-09-01,218.877,152.102,1244.26334633,2249.39664733
1109,2012-09-01,230.987,160.907,1424.49332667,3113.83333367
1110,2013-08-01,233.249,162.856,1654.42000333,3632.09667967
1111,2013-06-01,232.357,161.467,1603.18334967,3388.36328133
1112,2008-12-01,211.398,152.546,891.8660034,1558.8459962
1113,2006-08-01,203.8,142.4,1270.35,2064.6160156
1114,2006-05-01,201.3,140.7,1270.53666167,2192.593343
1115,2008-07-01,219.016,150.413,1264.16333,2305.506673
1116,2015-11-01,238.302,169.546,2084.66333,5084.58675133
1117,2014-05-01,236.803,164.717,1893.68334933,4157.22998067
1118,2011-06-01,224.806,157.685,1309.21667467,2758.42667633
1119,2009-06-01,214.79,153.013,916.769999,1814.416667
1120,2008-12-01,211.398,152.546,892.526672333,1565.33333333
1121,2010-12-01,220.472,156.175,1240.670003,2632.50000033
1122,2010-09-01,218.275,156.636,1135.92667633,2347.61669933
1123,2008-06-01,217.463,149.658,1380.64335133,2509.21329767
1124,2006-07-01,202.9,142.3,1245.69331867,2060.566691
1125,2011-12-01,227.223,156.006,1250.183309,2630.813314
1126,2009-12-01,217.347,153.725,1102.57666033,2199.54996733
1127,2010-01-01,217.488,153.411,1141.26997867,2306.103353
1128,2008-10-01,216.995,152.046,950.976684667,1692.226644
1129,2007-03-01,205.288,147.279,1399.05334467,2396.11995433
1130,2011-07-01,225.395,157.391,1345.41333033,2855.49666367
