total_lifetime_earnings,year,gender,total_box_office_revenues,name_id
110185500.0,2013.0,1.0,330556500.0,3658
61596700.0,2009.0,1.0,184790100.0,9553
164511500.0,1999.0,1.0,658046000.0,11925
54172150.0,2002.5,1.0,325032900.0,16431
126404538.095,2005.9047619,1.0,52273913400.0,16813
123256760.0,2009.0,1.0,1848851400.0,32501
74334900.0,2000.5,1.0,748587000.0,35406
53337225.0,2006.25,1.0,640046700.0,41981
164851170.0,2003.6,1.0,13188093600.0,42927
52298100.0,2000.5,1.0,2871840000.0,43114
80446700.0,2016.0,1.0,241340100.0,52506
63987410.0,2010.2,1.0,1919622300.0,81063
42204900.0,2005.0,1.0,886388700.0,85474
143960500.0,2000.0,1.0,431881500.0,90396
122766300.0,2000.0,1.0,368298900.0,91945
123497066.667,2004.66666667,1.0,7409824000.0,103816
183557367.647,2006.55882353,1.0,43686653500.0,104734
107076400.0,2008.33333333,1.0,963687600.0,108651
88709510.0,2005.4,1.0,3548380400.0,109586
194555700.0,2006.66666667,1.0,2912568600.0,117978
95554100.0,2005.5,1.0,573324600.0,118172
104783740.909,2006.90909091,1.0,16136696100.0,120844
75490200.0,2008.0,1.0,301960800.0,121248
124958673.333,2008.4,1.0,13120660700.0,121288
148455064.706,2005.05882353,1.0,10094944400.0,125887
313592100.0,2005.0,1.0,940776300.0,141432
153268925.0,2013.5,1.0,2452302800.0,152158
123745600.0,2001.0,1.0,27806937600.0,153165
5556450.0,2003.0,1.0,122241900.0,156954
27821600.0,2009.0,1.0,166929600.0,164391
3498600.0,2004.0,1.0,17493000.0,168830
55450950.0,2004.625,1.0,1774430400.0,169708
69928900.0,2015.0,1.0,279715600.0,169709
101330400.0,2001.0,1.0,3207570000.0,171583
16663400.0,2012.0,1.0,16663400.0,174011
32354500.0,2003.0,1.0,97063500.0,186224
31312400.0,2009.0,1.0,187874400.0,186719
419684600.0,2007.0,1.0,2098423000.0,189058
81700800.0,2004.6,1.0,4386246000.0,196799
29840400.0,2005.0,1.0,153657000.0,197956
119898488.889,2005.72222222,1.0,13985280000.0,205554
271771100.0,1997.0,1.0,8610119000.0,206069
57533900.0,2014.0,1.0,345203400.0,209444
244684500.0,2008.0,1.0,1468107000.0,213257
230133912.5,2005.25,1.0,11046427800.0,214592
57966675.0,2010.75,1.0,695600100.0,224441
2044400.0,2011.0,1.0,12266400.0,230755
156958100.0,2002.0,1.0,941748600.0,235570
58128000.0,2001.0,1.0,639408000.0,241538
464388150.0,2013.0,1.0,2786328900.0,244368
26356650.0,2001.5,1.0,158139900.0,245186
59196700.0,2015.0,1.0,355180200.0,248891
174633100.0,2009.25,1.0,3492662000.0,248959
184941650.0,2003.5,1.0,10726615700.0,251067
87812380.0,2008.8,1.0,1317185700.0,253335
108448953.846,2007.76923077,1.0,6001139200.0,260246
67101900.0,2003.0,1.0,201305700.0,260624
70174918.1818,2007.18181818,1.0,3859620500.0,265402
56301400.0,2007.0,1.0,675616800.0,265870
84836766.6667,2010.0,1.0,1644766200.0,267075
79473378.5714,2006.5,1.0,7526242800.0,268617
284955800.0,2006.0,1.0,4375763400.0,271150
41101033.3333,2001.33333333,1.0,369909300.0,272409
103426250.0,1993.0,1.0,827410000.0,272708
84670712.5,2007.75,1.0,2032097100.0,296179
74943600.0,2001.5,1.0,449661600.0,297483
114130847.368,2005.26315789,1.0,6505458300.0,298120
95769587.5,2007.25,1.0,3830783500.0,306568
82004203.2258,2005.74193548,1.0,57543710700.0,309724
37244680.0,2009.8,1.0,931117000.0,310551
148581650.0,2008.1875,1.0,11886532000.0,310785
25155050.0,2002.0,1.0,100620200.0,312229
19617400.0,1999.0,1.0,8255849500.0,317223
39979800.0,2008.0,1.0,159919200.0,317323
211448609.091,2006.09090909,1.0,9538186000.0,318750
1899700.0,2011.0,1.0,17097300.0,322983
87904818.1818,2010.27272727,1.0,2900859000.0,323501
1912700.0,2010.0,1.0,30603200.0,330116
150971038.889,2009.38888889,1.0,36097179800.0,330208
177943900.0,1990.0,1.0,533831700.0,330384
126414200.0,2008.0,1.0,758485200.0,330499
103657200.0,1993.0,1.0,414628800.0,334303
78197700.0,2005.0,1.0,703779300.0,336660
135035050.0,2005.89285714,1.0,72628656300.0,337577
145047200.0,1994.0,1.0,1450472000.0,342375
85632100.0,2009.66666667,1.0,949623000.0,343129
112654150.0,2005.5,1.0,5407399200.0,346582
186300532.258,2006.19354839,1.0,52621529400.0,348026
190462125.0,2011.625,1.0,19808061000.0,354318
100478050.0,2015.0,1.0,602868300.0,356946
133859266.667,2011.0,1.0,1685958000.0,359758
50202550.0,2005.75,1.0,602430600.0,362782
135053827.273,2005.45454545,1.0,15937160400.0,364132
73001700.0,2011.0,1.0,1314030600.0,367828
130970383.333,1999.33333333,1.0,3266093200.0,368805
86802533.3333,2002.66666667,1.0,2343668400.0,371173
213328586.667,2008.73333333,1.0,12912191200.0,374114
2784600.0,2005.0,1.0,8353800.0,398320
7248300.0,2001.0,1.0,318925200.0,402659
100031092.857,2005.64285714,1.0,60919294400.0,406467
184961700.0,1999.0,1.0,1109770200.0,408727
259606166.667,1996.0,1.0,22672870000.0,425870
136756166.667,2014.0,1.0,1641074000.0,432094
116162380.0,2011.1,1.0,16337556600.0,432221
926100.0,2005.0,1.0,5098039800.0,434613
163348950.0,2001.0,1.0,2364103800.0,434852
