,MPAA,distributor,dt_obj,genre,production_budget,runtime,title1,title2,total_revenues,day,month,season,sleeper,year
625,PG,Universal,1994-05-27,Family Comedy,46000000,91,The Flintstones (1994),The Flintstones,267932500,27,5,2,0,1994
626,PG,Universal,2000-04-28,Family Comedy,83000000,91,The Flintstones in Viva Rock Vegas (2000),The Flintstones in Viva Rock Vegas,56141300,28,4,2,0,2000
627,PG,Warner Bros.,2010-08-06,Comedy,14000000,90,Flipped (2010),Flipped,1894300,6,8,3,0,2010
628,PG,Paramount (DreamWorks),2006-11-03,Animation,149000000,86,Flushed Away (2006),Flushed Away,84522800,3,11,4,0,2006
629,PG-13,MGM,2006-09-22,War,60000000,120,Flyboys (2006),Flyboys,17147700,22,9,3,0,2006
630,G,Summit Entertainment,2008-08-15,Animation,25000000,87,Fly Me to the Moon (2008),Fly Me to the Moon,16511100,15,8,3,0,2008
631,PG-13,Sony (Revolution),2005-10-14,Horror,18000000,100,The Fog (2005) (2005),The Fog (2005),39553700,14,10,4,0,2005
632,PG-13,Warner Bros.,2008-02-08,Romantic Adventure,70000000,110,Fool's Gold (2008),Fool's Gold,83925100,8,2,1,0,2008
633,PG-13,Paramount,2011-10-14,Musical,24000000,113,Footloose (2011) (2011),Footloose (2011),56761600,14,10,4,0,2011
634,R,Lionsgate,2010-11-05,Drama,21000000,120,For Colored Girls (2010),For Colored Girls,40719600,5,11,4,0,2010
635,R,Sony / Screen Gems,2001-04-27,Horror,15000000,91,The Forsaken (2001),The Forsaken,11048600,27,4,2,0,2001
636,PG-13,Focus Features,2016-01-08,Horror,10000000,95,The Forest (2016),The Forest,26594300,8,1,1,0,2016
637,R,Universal,2008-04-18,Comedy,30000000,111,Forgetting Sarah Marshall (2008),Forgetting Sarah Marshall,75490200,18,4,2,0,2008
638,PG-13,Sony (Revolution),2004-09-24,Sci-Fi Thriller,42000000,89,The Forgotten (2004),The Forgotten,92754500,24,9,3,0,2004
639,PG-13,Universal,1999-09-17,Sports Drama,80000000,137,For Love of the Game (1999),For Love of the Game,59432800,17,9,3,0,1999
640,R,Sony / Screen Gems,2002-10-18,Action Comedy,27000000,92,Formula 51 (2002),Formula 51,7685100,18,10,4,0,2002
641,PG-13,Warner Bros.,2006-11-22,Sci-Fi Fantasy,35000000,96,The Fountain (2006),The Fountain,13273500,22,11,4,0,2006
642,R,Paramount,2005-08-12,Action / Crime,45000000,108,Four Brothers (2005),Four Brothers,99713200,12,8,3,0,2005
643,PG-13,Warner Bros. (New Line),2008-11-26,Comedy,80000000,82,Four Christmases (2008),Four Christmases,143572800,26,11,4,0,2008
644,PG-13,Paramount,2002-09-20,War Drama,35000000,125,The Four Feathers (2002),The Four Feathers,27033900,20,9,3,0,2002
645,R,Lions Gate,2002-04-12,Horror Thriller,11000000,100,Frailty (2002),Frailty,19361000,12,4,2,0,2002
646,PG,Buena Vista,2012-10-05,Animation,39000000,87,Frankenweenie (2012),Frankenweenie,37625200,5,10,4,0,2012
647,PG,Buena Vista,2003-08-06,Fantasy Comedy,20000000,97,Freaky Friday (2003),Freaky Friday,156834400,6,8,3,0,2003
648,R,Fox,2001-04-20,Comedy,14000000,87,Freddy Got Fingered (2001),Freddy Got Fingered,21609200,20,4,2,0,2001
649,R,New Line,2003-08-15,Horror Comedy,30000000,98,Freddy Vs. Jason (2003),Freddy Vs. Jason,117562600,15,8,3,0,2003
650,PG-13,Paramount,2007-01-05,Drama,21000000,123,Freedom Writers (2007),Freedom Writers,45650600,5,1,1,0,2007
651,R,STX Entertainment,2016-06-24,Action Drama,50000000,139,Free State of Jones (2016),Free State of Jones,19453800,24,6,2,0,2016
652,R,Miramax,2002-10-25,Period Drama,12000000,123,Frida (2002),Frida,37895700,25,10,4,0,2002
653,PG-13,Universal,2004-10-08,Sports Drama,30000000,107,Friday Night Lights (2004),Friday Night Lights,84633800,8,10,4,0,2004
654,R,Warner Bros. (New Line),2009-02-13,Horror,19000000,95,Friday the 13th (2009) (2009),Friday the 13th (2009),77676500,13,2,1,0,2009
655,R,Paramount,2011-01-21,Comedy,25000000,110,No Strings Attached (2011),No Strings Attached,75690600,21,1,1,0,2011
656,R,Sony / Screen Gems,2011-07-22,Comedy,35000000,120,Friends with Benefits (2011),Friends with Benefits,60300700,22,7,3,0,2011
657,R,Buena Vista,2011-08-19,Horror,30000000,106,Fright Night (2011) (2011),Fright Night (2011),19781500,19,8,3,0,2011
658,PG,Fox,2003-06-20,Musical,12000000,81,From Justin to Kelly (2003),From Justin to Kelly,7013200,20,6,2,0,2003
659,R,Lionsgate,2010-02-05,Action,52000000,95,From Paris with Love (2010),From Paris with Love,27146400,5,2,1,0,2010
660,R,Universal,2008-12-05,Historical Drama,25000000,122,Frost/Nixon (2008),Frost/Nixon,22253100,5,12,4,1,2008
661,PG,Buena Vista,2013-11-22,Animation,150000000,108,Frozen (2013),Frozen,420771900,22,11,4,1,2013
662,R,Miramax,2002-08-02,Comedy,2000000,111,Full Frontal (2002),Full Frontal,3710900,2,8,3,0,2002
663,R,Universal,2009-07-31,Comedy,75000000,136,Funny People (2009),Funny People,59640200,31,7,3,0,2009
664,PG-13,Paramount,2012-10-26,Comedy,14000000,90,Fun Size (2012),Fun Size,10029100,26,10,4,0,2012
665,PG-13,Sony / Columbia,2005-12-21,Crime Comedy,100000000,90,Fun with Dick and Jane (2005),Fun with Dick and Jane,145774300,21,12,4,0,2005
666,PG,Summit Entertainment,2010-04-30,Family Comedy,35000000,92,Furry Vengeance (2010),Furry Vengeance,19027600,30,4,2,0,2010
667,R,Sony / Columbia,2014-10-17,War,68000000,134,Fury (2014) (2014),Fury (2014),88734500,17,10,4,0,2014
668,R,Warner Bros.,2015-05-15,Sci-Fi Action,150000000,120,Mad Max: Fury Road (2015),Mad Max:Fury Road,155333800,15,5,2,0,2015
669,R,Roadside Attractions,2011-07-29,Drama,1000000,91,The Future (2011),The Future,615100,29,7,3,1,2011
670,PG,Buena Vista,2009-07-24,Family Adventure,150000000,90,G-Force (2009),G-Force,137319800,24,7,3,0,2009
671,PG,DreamWorks,1999-12-25,Comedy,45000000,102,Galaxy Quest (1999),Galaxy Quest,115660200,25,12,4,0,1999
672,R,Paramount,2014-12-25,Crime Drama,25000000,111,The Gambler (2014),The Gambler,35474400,25,12,4,0,2014
673,R,Miramax,2002-12-20,Crime Drama,100000000,160,Gangs of New York (2002),Gangs of New York,111737200,20,12,4,1,2002
674,R,Anchor Bay Films,2010-06-11,Crime Drama,2000000,120,Gangster's Paradise: Jerusalema (2010),Gangster's Paradise:Jerusalema,7900,11,6,2,0,2010
675,R,Warner Bros.,2013-01-11,Crime Drama,60000000,113,Gangster Squad (2013),Gangster Squad,49707500,11,1,1,0,2013
676,PG,Fox,2004-06-11,Family Comedy,50000000,85,Garfield: The Movie (2004),Garfield:The Movie,104133800,11,6,2,0,2004
677,PG-13,Fox Searchlight,2009-10-30,Comedy,10000000,89,Gentlemen Broncos (2009),Gentlemen Broncos,128200,30,10,4,1,2009
678,PG-13,Warner Bros.,2013-08-30,Thriller,18000000,94,Getaway (2013) (2013),Getaway (2013),11491000,30,8,3,0,2013
679,R,Warner Bros.,2015-03-27,Comedy,40000000,100,Get Hard (2015),Get Hard,90139000,27,3,1,0,2015
680,R,Universal,2010-06-04,Comedy,40000000,109,Get Him to the Greek (2010),Get Him to the Greek,65806400,4,6,2,0,2010
681,R,Paramount,2005-11-09,Music Drama,40000000,134,Get Rich or Die Tryin' (2005),Get Rich or Die Tryin',41468300,9,11,4,0,2005
682,PG-13,Warner Bros.,2008-06-20,Action Comedy,80000000,110,Get Smart (2008),Get Smart,155729600,20,6,2,0,2008
683,PG-13,Sony / Columbia,2007-02-16,Action Horror,110000000,110,Ghost Rider (2007),Ghost Rider,144416600,16,2,1,0,2007
684,PG-13,Sony / Columbia,2012-02-17,Action Horror,57000000,95,Ghost Rider: Spirit of Vengeance (2012),Ghost Rider:Spirit of Vengeance,56053100,17,2,1,0,2012
685,R,Warner Bros.,2002-10-25,Horror,20000000,88,Ghost Ship (2002),Ghost Ship,44433400,25,10,4,0,2002
686,PG-13,Paramount (DreamWorks),2008-09-19,Fantasy Comedy,20000000,102,Ghost Town (2008),Ghost Town,15974100,19,9,3,0,2008
687,R,Sony (Revolution),2003-08-01,Crime Comedy,54000000,124,Gigli (2003),Gigli,8661900,1,8,3,0,2003
688,PG-13,Paramount,2009-08-07,Action,175000000,118,G.I. Joe: The Rise of Cobra (2009),G.I. Joe:The Rise of Cobra,172669500,7,8,3,0,2009
689,PG-13,Paramount,2013-03-28,Action,130000000,99,G.I. Joe: Retaliation (2013),G.I. Joe:Retaliation,126043400,28,3,1,0,2013
690,R,Sony / Columbia,2011-12-21,Thriller,90000000,160,The Girl with the Dragon Tattoo (2011) (2011),The Girl with the Dragon Tattoo (2011),111566300,21,12,4,0,2011
691,R,Sony / Columbia,1999-12-21,Drama,40000000,127,"Girl, Interrupted (1999)","Girl, Interrupted",46054800,21,12,4,0,1999
692,PG-13,Weinstein Company,2014-08-15,Fantasy Drama,25000000,91,The Giver (2014),The Giver,47833500,15,8,3,0,2014
693,R,DreamWorks,2000-05-05,Historical Epic,103000000,155,Gladiator (2000),Gladiator,298704500,5,5,2,0,2000
694,PG,Fox,2011-08-12,Concert,9000000,100,Glee The 3D Concert Movie (2011),Glee The 3D Concert Movie,12818600,12,8,3,0,2011
695,PG-13,Fox,2001-09-21,Music Drama,22000000,104,Glitter (2001),Glitter,6479600,21,9,3,0,2001
696,R,Paramount,1990-12-25,Crime Drama,54000000,162,The Godfather Part III (1990),The Godfather Part III,135730600,25,12,4,0,1990
697,PG-13,Warner Bros.,2003-02-21,War,56000000,210,Gods and Generals (2003),Gods and Generals,18330900,21,2,1,0,2003
698,PG-13,Lions Gate,2004-04-30,Horror,25000000,102,Godsend (2004),Godsend,19867700,30,4,2,0,2004
699,PG,Freestyle Releasing,2014-03-21,Drama,2000000,113,God's Not Dead (2014),God's Not Dead,63206000,21,3,1,0,2014
700,PG-13,Lionsgate/Summit,2016-02-26,Action / Adventure,140000000,127,Gods of Egypt (2016),Gods of Egypt,31153500,26,2,1,0,2016
701,PG-13,Sony / Columbia,1998-05-20,Sci-Fi Action,130000000,140,Godzilla (1998),Godzilla,249376700,20,5,2,0,1998
702,PG,Sony / Columbia,2000-08-18,Sci-Fi Horror,13000000,99,Godzilla 2000 (2000),Godzilla 2000,15977900,18,8,3,0,2000
703,PG-13,Warner Bros.,2014-05-16,Sci-Fi Action,160000000,123,Godzilla (2014) (2014),Godzilla (2014),206845100,16,5,2,0,2014
704,R,Warner Bros. (New Line),2010-09-03,Romantic Comedy,32000000,97,Going the Distance (2010),Going the Distance,19215200,3,9,3,0,2010
705,PG-13,New Line,2007-12-07,Fantasy,180000000,113,The Golden Compass (2007),The Golden Compass,86596300,7,12,4,0,2007
706,R,Miramax,2007-10-19,Drama / Thriller,19000000,114,Gone Baby Gone (2007),Gone Baby Gone,25313900,19,10,4,0,2007
707,R,Fox,2014-10-03,Thriller,61000000,145,Gone Girl (2014),Gone Girl,173478400,3,10,4,0,2014
708,PG-13,Buena Vista,2000-06-09,Action,90000000,117,Gone in 60 Seconds (2000),Gone in 60 Seconds,161807900,9,6,2,0,2000
709,PG,MGM,2003-10-10,Family Comedy,18000000,96,Good Boy! (2003),Good Boy!,53596000,10,10,4,0,2003
710,R,Fox Searchlight,2002-08-07,Romance,8000000,93,The Good Girl (2002),The Good Girl,20701700,7,8,3,1,2002
711,R,Roadside Attractions,2010-02-19,Romantic Comedy,10000000,90,The Good Guy (2010),The Good Guy,108700,19,2,1,0,2010
712,PG,Warner Independent,2005-10-07,Period Drama,7000000,90,"Good Night, and Good Luck. (2005)","Good Night, and Good Luck.",42002800,7,10,4,1,2005
713,R,Paramount Vantage,2009-08-14,Comedy,10000000,89,"The Goods: Live Hard, Sell Hard (2009)","The Goods:Live Hard, Sell Hard",17391700,14,8,3,0,2009
714,R,Fox Searchlight,2003-04-02,Crime,30000000,109,The Good Thief (2003),The Good Thief,5005400,2,4,2,1,2003
715,PG-13,Fox,2006-11-10,Romance,35000000,118,A Good Year (2006),A Good Year,9768600,10,11,4,0,2006
716,PG,Sony / Columbia,2015-10-16,Horror Comedy,58000000,103,Goosebumps (2015),Goosebumps,78988900,16,10,4,0,2015
717,PG,Sony / Screen Gems,2005-10-07,Music Drama,4000000,93,The Gospel (2005),The Gospel,21119600,7,10,4,0,2005
718,PG-13,ThinkFilm,2003-09-26,Historical Drama,10000000,173,The Gospel of John (2003),The Gospel of John,5748500,26,9,3,0,2003
719,R,Warner Bros.,2003-11-21,Horror,40000000,95,Gothika (2003),Gothika,84821200,21,11,4,0,2003
720,PG-13,Picturehouse,2007-06-01,Sports Drama,9000000,95,Gracie (2007),Gracie,3686800,1,6,2,0,2007
721,R,Fox Searchlight,2014-03-07,Comedy,25000000,100,The Grand Budapest Hotel (2014),The Grand Budapest Hotel,61856100,7,3,1,1,2014
722,R,Sony Classics,2015-08-21,Comedy,600000,78,Grandma (2015) (2015),Grandma (2015),7118800,21,8,3,0,2015
723,R,Warner Bros.,2008-12-12,Action Drama,33000000,116,Gran Torino (2008),Gran Torino,176971800,12,12,4,1,2008
724,PG-13,Sony / Columbia,2009-12-18,Romantic Comedy,58000000,103,Did You Hear About the Morgans? (2009),Did You Hear About the Morgans?,32906900,18,12,4,0,2009
725,PG-13,Warner Bros.,2013-10-04,Sci-Fi Thriller,100000000,91,Gravity (2013),Gravity,282606600,4,10,4,0,2013
726,PG-13,Warner Bros.,2013-05-10,Drama,105000000,143,The Great Gatsby (2013) (2013),The Great Gatsby (2013),148297200,10,5,2,0,2013
727,R,Miramax,2005-08-12,War,80000000,132,The Great Raid (2005),The Great Raid,13609400,12,8,3,0,2005
728,PG-13,Sony / Columbia,2011-01-14,Action / Adventure,120000000,108,The Green Hornet (2011),The Green Hornet,105809300,14,1,1,0,2011
729,R,High Top Releasing,2015-09-25,Horror,5000000,100,The Green Inferno (2015),The Green Inferno,7093100,25,9,3,0,2015
730,PG-13,Warner Bros.,2011-06-17,Action / Adventure,200000000,105,Green Lantern (2011),Green Lantern,124460300,17,6,2,0,2011
731,R,Warner Bros.,1999-12-10,Period Drama,60000000,188,The Green Mile (1999),The Green Mile,224070400,10,12,4,0,1999
732,R,Universal,2010-03-12,Thriller,100000000,115,Green Zone (2010),Green Zone,37831500,12,3,1,0,2010
733,R,Open Road Films,2012-01-27,Action Drama,25000000,117,The Grey (2012),The Grey,55874100,27,1,1,0,2012
734,PG-13,Sony / Columbia,2006-09-15,Sports Drama,30000000,120,Gridiron Gang (2006),Gridiron Gang,50344100,15,9,3,0,2006
735,PG-13,Warner Bros.,2003-08-15,Sports Comedy,6000000,100,Grind (2003),Grind,7290400,15,8,3,0,2003
736,R,Weinstein / Dimension,2007-04-06,Horror,67000000,191,Grindhouse (2007),Grindhouse,31224600,6,4,2,0,2007
737,PG-13,Sony / Columbia,2010-06-25,Comedy,80000000,102,Grown Ups (2010),Grown Ups,174839000,25,6,2,0,2010
738,PG-13,Sony / Columbia,2013-07-12,Comedy,80000000,101,Grown Ups 2 (2013),Grown Ups 2,146134400,12,7,3,0,2013
739,PG-13,Sony / Columbia,2004-10-22,Horror,10000000,96,The Grudge (2004),The Grudge,152477200,22,10,4,0,2004
740,PG-13,Sony / Columbia,2006-10-13,Horror,20000000,95,The Grudge 2 (2006),The Grudge 2,51275400,13,10,4,0,2006
741,PG-13,Warner Bros.,2013-12-25,Sports Comedy,40000000,113,Grudge Match (2013),Grudge Match,31820900,25,12,4,0,2013
742,PG,Paramount (DreamWorks),2012-11-21,Animation,145000000,97,Rise of the Guardians (2012),Rise of the Guardians,110479200,21,11,4,0,2012
743,PG,Warner Bros.,2010-09-24,Animation,80000000,90,Legend of the Guardians: The Owls of Ga'Hoole (2010),Legend of the Guardians:The Owls of Ga'Hoole,60087300,24,9,3,0,2010
744,PG,Fox,2010-12-25,Adventure Comedy,112000000,85,Gulliver's Travels (2010),Gulliver's Travels,45823500,25,12,4,0,2010
745,R,Open Road Films,2015-03-20,Thriller,40000000,115,The Gunman (2015),The Gunman,11034400,20,3,1,0,2015
746,PG-13,MGM,2003-01-17,Romantic Comedy,20000000,101,A Guy Thing (2003),A Guy Thing,22119400,17,1,1,0,2003
747,PG-13,Universal,2016-02-05,Comedy,22000000,100,"Hail, Caesar! (2016)","Hail, Caesar!",30080200,5,2,1,0,2016
748,R,Weinstein / Dimension,2009-08-28,Horror,15000000,101,Halloween II (2009) (2009),Halloween II (2009),38368200,28,8,3,0,2009
749,R,Dimension Films,2002-07-12,Horror,13000000,94,Halloween: Resurrection (2002),Halloween:Resurrection,44826300,12,7,3,0,2002
750,R,Warner Bros. (New Line),2011-02-25,Comedy,36000000,98,Hall Pass (2011),Hall Pass,49132600,25,2,1,0,2011
751,R,Focus Features,2008-08-22,Comedy,9000000,92,Hamlet 2 (2008),Hamlet 2,5839000,22,8,3,1,2008
752,PG-13,Sony / Columbia,2008-07-02,Fantasy Drama,150000000,92,Hancock (2008),Hancock,272392600,2,7,3,0,2008
753,PG-13,Sony / Columbia,2000-02-18,Comedy / Drama,60000000,95,Hanging Up (2000),Hanging Up,57386100,18,2,1,0,2000
754,R,Warner Bros.,2009-06-05,Comedy,35000000,96,The Hangover (2009),The Hangover,318883400,5,6,2,0,2009
755,R,Warner Bros.,2011-05-26,Comedy,80000000,102,The Hangover Part II (2011),The Hangover Part II,271019900,26,5,2,0,2011
756,R,Warner Bros.,2013-05-23,Comedy,103000000,100,The Hangover Part III (2013),The Hangover Part III,114877900,23,5,2,0,2013
757,PG-13,Focus Features,2011-04-08,Adventure,30000000,111,Hanna (2011),Hanna,42857000,8,4,2,0,2011
758,R,MGM,2001-02-09,Thriller,87000000,131,Hannibal (2001),Hannibal,250263500,9,2,1,0,2001
759,R,Paramount,2013-01-25,Action Comedy,50000000,88,Hansel and Gretel: Witch Hunters (2013),Hansel and Gretel:Witch Hunters,60155600,25,1,1,0,2013
760,R,Fox,2008-06-13,Thriller,48000000,91,The Happening (2008),The Happening,77084800,13,6,2,0,2008
761,PG,Warner Bros.,2006-11-17,Animation,100000000,108,Happy Feet (2006),Happy Feet,257500300,17,11,4,0,2006
762,R,Paramount,2010-03-12,Romantic Comedy,20000000,104,She's Out of My League (2010),She's Out of My League,34547600,12,3,1,0,2010
763,R,New Line,2004-07-30,Comedy,9000000,88,Harold and Kumar Go to White Castle (2004),Harold and Kumar Go to White Castle,25215700,30,7,3,0,2004
764,R,Warner Bros. (New Line),2008-04-25,Comedy,12000000,102,Harold and Kumar Escape from Guantanamo Bay (2008),Harold and Kumar Escape from Guantanamo Bay,45539400,25,4,2,0,2008
765,R,Warner Bros.,2011-11-04,Comedy,19000000,89,A Very Harold & Kumar 3D Christmas (2011),A Very Harold & Kumar 3D Christmas,38416100,4,11,4,0,2011
766,PG,Warner Bros.,2001-11-16,Fantasy,125000000,153,Harry Potter and the Sorcerer's Stone (2001),Harry Potter and the Sorcerer's Stone,479733400,16,11,4,0,2001
767,PG,Warner Bros.,2002-11-15,Fantasy,100000000,161,Harry Potter and the Chamber of Secrets (2002),Harry Potter and the Chamber of Secrets,385378200,15,11,4,0,2002
768,PG,Warner Bros.,2004-06-04,Fantasy,130000000,142,Harry Potter and the Prisoner of Azkaban (2004),Harry Potter and the Prisoner of Azkaban,344776600,4,6,2,0,2004
769,PG-13,Warner Bros.,2005-11-18,Fantasy,150000000,153,Harry Potter and the Goblet of Fire (2005),Harry Potter and the Goblet of Fire,387603800,18,11,4,0,2005
770,PG-13,Warner Bros.,2007-07-11,Fantasy,150000000,139,Harry Potter and the Order of the Phoenix (2007),Harry Potter and the Order of the Phoenix,364157100,11,7,3,0,2007
771,PG,Warner Bros.,2009-07-15,Fantasy,250000000,153,Harry Potter and the Half-Blood Prince (2009),Harry Potter and the Half-Blood Prince,347242300,15,7,3,0,2009
772,R,MGM,2002-02-15,War Drama,70000000,125,Hart's War (2002),Hart's War,28173200,15,2,1,0,2002
773,R,Open Road Films,2014-04-18,Horror Comedy,4000000,87,A Haunted House 2 (2014),A Haunted House 2,17849600,18,4,2,0,2014
774,PG,Buena Vista,2003-11-26,Family Adventure,90000000,99,The Haunted Mansion (2003),The Haunted Mansion,107345800,26,11,4,0,2003
775,PG-13,DreamWorks,1999-07-23,Horror,80000000,113,The Haunting (1999),The Haunting,154391300,23,7,3,0,1999
776,R,Relativity,2012-01-20,Action,23000000,93,Haywire (2012),Haywire,20520900,20,1,1,0,2012
777,PG-13,Universal,2001-02-02,Romantic Comedy,14000000,87,Head Over Heels (2001),Head Over Heels,15802500,2,2,1,0,2001
778,PG-13,MGM,2001-03-23,Crime Comedy,35000000,122,Heartbreakers (2001),Heartbreakers,61146300,23,3,1,0,2001
779,PG-13,Warner Bros.,2015-12-11,Drama,100000000,121,In the Heart of the Sea (2015),In the Heart of the Sea,24702600,11,12,4,0,2015
780,PG,TriStar,2014-04-16,Drama,12000000,100,Heaven is for Real (2014),Heaven is for Real,94235600,16,4,2,0,2014
781,PG-13,Lionsgate,2010-06-04,Action Comedy,75000000,100,Killers (2010),Killers,50789200,4,6,2,0,2010
782,PG-13,Sony (Revolution),2004-04-02,Action Horror,66000000,112,Hellboy (2004),Hellboy,82379000,2,4,2,0,2004
783,PG-13,Universal,2008-07-11,Action Horror,85000000,110,Hellboy II: The Golden Army (2008),Hellboy II:The Golden Army,90802800,11,7,3,0,2008
784,PG-13,Buena Vista,2011-08-10,Drama,25000000,137,The Help (2011),The Help,183587000,10,8,3,0,2011
785,R,Warner Bros.,2013-12-18,Comedy / Drama,23000000,120,Her (2013) (2013),Her (2013),27507300,18,12,4,1,2013
786,G,Buena Vista,2005-06-22,Family Comedy,50000000,92,Herbie: Fully Loaded (2005),Herbie:Fully Loaded,88375100,22,6,2,0,2005
787,PG-13,Paramount,2014-07-25,Action / Adventure,100000000,98,Hercules (2014) (2014),Hercules (2014),77172800,25,7,3,0,2014
788,PG-13,Lionsgate/Summit,2014-01-10,Action / Adventure,70000000,99,The Legend of Hercules (2014),The Legend of Hercules,20316700,10,1,1,0,2014
789,PG-13,Warner Bros.,2010-10-15,Drama,50000000,129,Hereafter (2010),Hereafter,35077200,15,10,4,1,2010
790,PG-13,Fox,2000-03-24,Romance,15000000,96,Here on Earth (2000),Here on Earth,16749600,24,3,1,0,2000
791,PG-13,Miramax,2004-08-27,Foreign / Action,31000000,99,Hero (2004),Hero,74208100,27,8,3,0,2004
792,R,Wrekin Hill,2011-05-13,Comedy / Drama,7000000,109,Hesher (2011),Hesher,407600,13,5,2,0,2011
793,PG,Paramount,2002-06-28,Animation,3000000,75,Hey Arnold! The Movie (2002),Hey Arnold! The Movie,20274400,28,6,2,0,2002
794,PG-13,Buena Vista,2004-03-05,Period Adventure,100000000,136,Hidalgo (2004),Hidalgo,92989300,5,3,1,0,2004
795,PG-13,Fox,2002-04-05,Thriller,42000000,115,High Crimes (2002),High Crimes,61350600,5,4,2,0,2002
796,R,Buena Vista,2000-03-31,Romantic Comedy,30000000,114,High Fidelity (2000),High Fidelity,43436700,31,3,1,0,2000
797,R,Miramax,2000-09-01,Action Fantasy,25000000,88,Highlander: Endgame (2000),Highlander:Endgame,20394400,1,9,3,0,2000
