review,link,status_code,id,movie_key,critic
0,http://www.variety.com/review/VE1117917538.html?categoryid=31&cs=1,0,jasonx0,jasonx,variety
0,http://www.timeout.com/film/reviews/77127/jason_x.html,0,jasonx1,jasonx,timeout
0,http://www.accessatlanta.com/movies/content/shared/movies/reviews/J/jasonx.html,0,jasonx2,jasonx,accessatlanta
0,http://metromix.chicagotribune.com/movies/mmx-16357_lgcy.story,0,jasonx3,jasonx,chicagotribune
0,http://www.laweekly.com/film/film_results.php?showid=1941,0,jasonx4,jasonx,laweekly
0,http://www.salon.com/ent/movies/review/2002/05/01/jason_x,0,jasonx5,jasonx,salon
0,http://www.washingtonpost.com/wp-dyn/content/article/2002/04/26/AR2005033115611.html,0,jasonx6,jasonx,washingtonpost
0,http://www.usatoday.com/life/enter/movies/2002/2002-04-26-jason.htm,0,jasonx7,jasonx,usatoday
0,http://www.thestar.com/NASApp/cs/ContentServer?GXHC_gx_session_id_=d6b7a89d0cbd7471&pagename=thestar/Layout/Article_Type1&c=Article&cid=1019772166103&call_page=TS_Movies&call_pageid=976600361453&call_pagepath=Entertainment/Movies&col=969048864482,0,jasonx8,jasonx,thestar
0,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2002/04/26/DD186338.DTL#jason,0,jasonx9,jasonx,sfgate
0,http://www.rogerebert.com/reviews/jason-x-2002,0,jasonx10,jasonx,rogerebert
0,http://www.stltoday.com/stltoday/entertainment/reviews.nsf/movie/story/E367D827B6B8E8EF86256BA70045C5EB?OpenDocument,0,jasonx11,jasonx,stltoday
0,http://ae.freep.com/entertainment/ui/michigan/movie.html?id=62120&reviewId=8684,0,jasonx12,jasonx,freep
0,http://www.guidelive.com/profile/330442/?cslink=cs_movies_2_2,0,jasonx13,jasonx,guidelive
0,"http://www.ew.com/ew/article/0,,233261,00.html",0,jasonx14,jasonx,ew
0,http://www.reelviews.net/movies/j/jason_x.html,0,jasonx15,jasonx,reelviews
